taxonId;taxaGroup;scientificName;vernacularName;family;taxonLabel;ndffIdentity;threatStatus;occurenceStatus;taxaSubgroup;isAcceptedName;scientificNameAuthorship;updated
8551;V;Cupressus arizonica;Amerikaanse cipres;Cupressaceae;8551;http://ndff-ecogrid.nl/taxonomy/taxa/cupressusarizonica;;zzz;N;0;Greene;01/24/2025 10:12:26
8552;V;Cupressus arizonica 'Glauca';;Cupressaceae;8552;http://ndff-ecogrid.nl/taxonomy/taxa/cupressusarizonicavarglauca;;zzz;N;0;;08/22/2022 12:21:30
8553;V;Cupressus nootkatensis;;Cupressaceae;8553;http://ndff-ecogrid.nl/taxonomy/taxa/cupressusnootkatensis;;zzz;N;0;D.Don;08/22/2022 12:21:30
8554;V;Cupressus nootkatensis 'Pendula';;Cupressaceae;8554;http://ndff-ecogrid.nl/taxonomy/taxa/cupressusnootkatensiscvpendula;;zzz;N;0;;08/22/2022 12:21:30
8555;V;Sophora japonica;;Fabaceae;8555;http://ndff-ecogrid.nl/taxonomy/taxa/sophorajaponica;;zzz;S;0;L.;08/22/2022 12:21:30
8556;V;Sophora japonica 'Harry van Haaren';;Fabaceae;8556;http://ndff-ecogrid.nl/taxonomy/taxa/sophorajaponicavarharryvanhaaren;;zzz;S;0;;08/22/2022 12:21:30
8557;V;Sophora japonica 'Pendula';;Fabaceae;8557;http://ndff-ecogrid.nl/taxonomy/taxa/sophorajaponicavarpendula;;zzz;S;0;;08/22/2022 12:21:30
8558;V;Prunus subhirtella 'Autumnalis';;Rosaceae;8558;http://ndff-ecogrid.nl/taxonomy/taxa/prunussubhirtellavarautumnalis;;zzz;S;0;;08/22/2022 12:21:30
8559;V;Prunus gondouinii 'Schnee';;Rosaceae;8559;http://ndff-ecogrid.nl/taxonomy/taxa/prunusgondouiniivarschnee;;zzz;S;0;;08/22/2022 12:21:30
8560;V;Prunus subhirtella;;Rosaceae;8560;http://ndff-ecogrid.nl/taxonomy/taxa/prunussubhirtella;;zzz;S;0;Miq.;08/22/2022 12:21:30
8561;V;Prunus x gondouinii;Gondouin-kers;Rosaceae;8561;http://ndff-ecogrid.nl/taxonomy/taxa/prunusgondouinii;;zzz;S;0;(Poit. & Turpin) Rehder;01/24/2025 10:12:26
8562;V;Quercus pyrenaica;Pyrenese eik;Fagaceae;8562;http://ndff-ecogrid.nl/taxonomy/taxa/quercuspyrenaica;;zzz;S;0;Willd.;01/24/2025 10:12:26
8563;V;Quercus pyrenaica 'Pendula';;Fagaceae;8563;http://ndff-ecogrid.nl/taxonomy/taxa/quercuspyrenaicavarpendula;;zzz;S;0;;08/22/2022 12:21:30
8564;V;Quercus x hispanica;Spaanse eik;Fagaceae;8564;http://ndff-ecogrid.nl/taxonomy/taxa/quercusxhispanica;;zzz;S;0;Lam.;01/24/2025 10:12:26
8565;V;Quercus x hispanica 'Lucombeana';;Fagaceae;8565;http://ndff-ecogrid.nl/taxonomy/taxa/quercusxhispanicavarlucombeana;;zzz;S;0;;08/22/2022 12:21:30
8566;V;Agropogon (x);;Poaceae;8566;http://ndff-ecogrid.nl/taxonomy/taxa/agropogon;;;E;0;P. Fourn.;08/22/2022 12:21:30
8567;V;Vicia serratifolia;Getande wikke;Fabaceae;8567;http://ndff-ecogrid.nl/taxonomy/taxa/viciaserratifolia;;zzz;S;0;Jacq.;08/22/2022 12:21:30
8568;V;Amaranthus viridis;;Amaranthaceae;8568;http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusviridis;;zzz;S;0;L.;08/22/2022 12:21:30
8569;V;Matthiola;;Brassicaceae;8569;http://ndff-ecogrid.nl/taxonomy/taxa/matthiola;;zz;S;0;W.T. Aiton;08/22/2022 12:21:30
8570;V;Ageratum;;Asteraceae;8570;http://ndff-ecogrid.nl/taxonomy/taxa/ageratum;;zzz;S;0;L.;03/20/2020 23:15:57
8571;V;Brachiaria;;Poaceae;8571;http://ndff-ecogrid.nl/taxonomy/taxa/brachiaria;;zzz;E;0;(Trin.) Griseb.;08/22/2022 12:21:30
8572;V;Canna;;Cannaceae;8572;http://ndff-ecogrid.nl/taxonomy/taxa/canna;;zzz;E;0;L.;03/20/2020 23:15:57
8573;V;Clarkia;;Onagraceae;8573;http://ndff-ecogrid.nl/taxonomy/taxa/clarkia;;zzz;S;0;Pursh;03/20/2020 23:15:57
8574;V;Kitaibelia;;Malvaceae;8574;http://ndff-ecogrid.nl/taxonomy/taxa/kitaibelia;;zzz;S;0;Willd.;03/20/2020 23:15:57
8575;V;Leonotis;;Lamiaceae;8575;http://ndff-ecogrid.nl/taxonomy/taxa/leonotis;;zzz;S;0;(Pers.) R.Br.;08/22/2022 12:21:30
8576;V;Mesembryanthemum;;Aizoaceae;8576;http://ndff-ecogrid.nl/taxonomy/taxa/mesembryanthemum;;zzz;S;0;L.;03/20/2020 23:15:57
8577;V;Ageratum houstonianum;Ageratum;Asteraceae;8577;http://ndff-ecogrid.nl/taxonomy/taxa/ageratumhoustonianum;;zzz;S;0;Mill.;01/24/2025 10:12:26
8578;V;Berberis empetrifolia;;Berberidaceae;8578;http://ndff-ecogrid.nl/taxonomy/taxa/berberisempetrifolia;;zzz;S;0;Lam.;08/22/2022 12:21:30
8579;V;Bidens bipinnata;;Asteraceae;8579;http://ndff-ecogrid.nl/taxonomy/taxa/bidensbipinnata;;zzz;S;0;L.;08/22/2022 12:21:30
8580;V;Brachiaria platyphylla;;Poaceae;8580;http://ndff-ecogrid.nl/taxonomy/taxa/brachiariaplatyphylla;;zzz;E;0;(Munro ex C.Wright) Nash;08/22/2022 12:21:30
8581;V;Canna indica;Indisch bloemriet;Cannaceae;8581;http://ndff-ecogrid.nl/taxonomy/taxa/cannaindica;;zzz;E;0;L.;01/24/2025 10:12:26
8582;V;Chenopodium leptophyllum;;Amaranthaceae;8582;http://ndff-ecogrid.nl/taxonomy/taxa/chenopodiumleptophyllum;;zzz;S;0;(Moq.) Nutt. ex S. Watson;08/22/2022 12:21:30
8583;V;Aesculus pavia;Rode pavia;Sapindaceae;8583;http://ndff-ecogrid.nl/taxonomy/taxa/aesculuspavia;;zzz;S;0;L.;01/24/2025 10:12:26
8584;V;Clarkia pulchella;Schone clarkia;Onagraceae;8584;http://ndff-ecogrid.nl/taxonomy/taxa/clarkiapulchella;;zzz;S;0;Pursh;01/24/2025 10:12:26
8585;V;Cleome spinosa;;Cleomaceae;8585;http://ndff-ecogrid.nl/taxonomy/taxa/cleomespinosa;;zzz;S;0;Jacq.;08/22/2022 12:21:30
8586;V;Cytisus multiflorus;Iberische brem;Fabaceae;8586;http://ndff-ecogrid.nl/taxonomy/taxa/cytisusmultiflorus;;zzz;S;0;Lindl.;01/24/2025 10:12:26
8587;V;Eryngium alpinum;Alpenkruisdistel;Apiaceae;8587;http://ndff-ecogrid.nl/taxonomy/taxa/eryngiumalpinum;;zzz;S;0;L.;01/24/2025 10:12:26
8588;V;Eryngium amethystinum;;Apiaceae;8588;http://ndff-ecogrid.nl/taxonomy/taxa/eryngiumamethystinum;;zzz;S;0;L.;08/22/2022 12:21:30
8589;V;Genista sagittalis;Pijlbrem;Fabaceae;8589;http://ndff-ecogrid.nl/taxonomy/taxa/genistasagittalis;;zzz;S;0;L.;01/24/2025 10:12:26
8590;V;Geranium tuberosum;Knolooievaarsbek;Geraniaceae;8590;http://ndff-ecogrid.nl/taxonomy/taxa/geraniumtuberosum;;zz;S;-1;L.;01/24/2025 10:12:26
8591;V;Hypericum patulum;Uitgespreid hertshooi;Hypericaceae;8591;http://ndff-ecogrid.nl/taxonomy/taxa/hypericumpatulum;;zzz;S;0;Thunb.;01/24/2025 10:12:26
8592;V;Kitaibelia vitifolia;Wijnblad;Malvaceae;8592;http://ndff-ecogrid.nl/taxonomy/taxa/kitaibeliavitifolia;;zzz;S;0;Willd.;01/24/2025 10:12:26
8593;V;Leonotis nepetifolia;;Lamiaceae;8593;http://ndff-ecogrid.nl/taxonomy/taxa/leonotisnepetifolia;;zzz;S;0;(L.) R.Br.;08/22/2022 12:21:30
8594;V;Lythrum virgatum;Fijne kattenstaart;Lythraceae;8594;http://ndff-ecogrid.nl/taxonomy/taxa/lythrumvirgatum;;zzz;S;0;L.;01/24/2025 10:12:26
8595;V;Matthiola incana;;Brassicaceae;8595;http://ndff-ecogrid.nl/taxonomy/taxa/matthiolaincana;;zzz;S;0;(L.) R.Br.;08/22/2022 12:21:30
8596;V;Matthiola longipetala;Nachtviolier;Brassicaceae;8596;http://ndff-ecogrid.nl/taxonomy/taxa/matthiolalongipetala;;zz;S;-1;(Vent.) DC.;01/24/2025 10:12:26
8597;V;Medicago orbicularis;;Fabaceae;8597;http://ndff-ecogrid.nl/taxonomy/taxa/medicagoorbicularis;;zzz;S;0;(L.) Bartal.;08/22/2022 12:21:30
8598;V;Melica ciliata;Wimperparelgras;Poaceae;8598;http://ndff-ecogrid.nl/taxonomy/taxa/melicaciliata;;zzz;E;0;L.;01/24/2025 10:12:26
8599;V;Mentha x villosa;Cubaanse munt;Lamiaceae;8599;http://ndff-ecogrid.nl/taxonomy/taxa/menthavillosa;;zzz;S;-1;Huds.;01/24/2025 10:12:26
8600;V;Mesembryanthemum crystallinum;IJskruid;Aizoaceae;8600;http://ndff-ecogrid.nl/taxonomy/taxa/mesembryanthemumcrystallinum;;zzz;S;0;L.;01/24/2025 10:12:26
8601;V;Phyteuma orbiculare;;Campanulaceae;8601;http://ndff-ecogrid.nl/taxonomy/taxa/phyteumaorbiculare;;zzz;S;0;L.;08/22/2022 12:21:30
8602;V;Ranunculus monspeliacus;;Ranunculaceae;8602;http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusmonspeliacus;;zzz;S;0;L.;08/22/2022 12:21:30
8603;V;Sagittaria graminea;Chinees pijlkruid;Alismataceae;8603;http://ndff-ecogrid.nl/taxonomy/taxa/sagittariagraminea;;zzz;E;0;Michx.;01/24/2025 10:12:26
8604;V;Salvia x sylvestris;;Lamiaceae;8604;http://ndff-ecogrid.nl/taxonomy/taxa/salviasylvestris;;zzz;S;0;L.;08/22/2022 12:21:30
8605;V;Sonchus tenerrimus;Slipbladmelkdistel;Asteraceae;8605;http://ndff-ecogrid.nl/taxonomy/taxa/sonchustenerrimus;;zzz;S;-1;L.;08/22/2022 12:21:30
8606;V;Symphytum bulbosum;;Boraginaceae;8606;http://ndff-ecogrid.nl/taxonomy/taxa/symphytumbulbosum;;zzz;S;-1;K.F.Schimp.;08/22/2022 12:21:30
8607;V;Taraxacum alatum;;Asteraceae;8607;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumalatum;;a;S;0;H.Lindb.;09/15/2022 22:26:10
8608;V;Taraxacum atactum;;Asteraceae;8608;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumatactum;;a;S;0;Sahlin & Soest;09/15/2022 22:26:10
8609;V;Taraxacum bracteatum;;Asteraceae;8609;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumbracteatum;;zz;S;0;Dahlst.;09/15/2022 22:26:10
8610;V;Taraxacum duplidentifrons;;Asteraceae;8610;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumduplidentifrons;;a;S;0;Dahlst.;09/15/2022 22:26:10
8611;V;Taraxacum hamatiforme;;Asteraceae;8611;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumhamatiforme;;a;S;0;Dahlst.;09/15/2022 22:26:10
8612;V;Taraxacum hamatulum;;Asteraceae;8612;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumhamatulum;;zzz;S;0;Hagend., Soest & Zevenb.;08/22/2022 12:21:30
8613;V;Taraxacum hollandicum;;Asteraceae;8613;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumhollandicum;;zzz;S;0;Soest;08/22/2022 12:21:30
8614;V;Taraxacum kernianum;;Asteraceae;8614;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumkernianum;;a;S;0;Hagend., Soest & Zevenb.;09/15/2022 22:26:10
8615;V;Taraxacum oblongatum;;Asteraceae;8615;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumoblongatum;;z;S;0;Dahlst.;08/22/2022 12:21:30
8616;V;Taraxacum prionum;;Asteraceae;8616;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumprionum;;zzz;S;0;Hagend., Soest & Zevenb.;08/22/2022 12:21:30
8618;V;Taraxacum scanicum;;Asteraceae;8618;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumscanicum;;zzz;S;0;Dahlst.;08/22/2022 12:21:30
8619;V;Taraxacum sellandii;;Asteraceae;8619;http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumsellandii;;a;S;0;Dahlst.;08/22/2022 12:21:30
8620;V;Thalictrum delavayi;Chinese ruit;Ranunculaceae;8620;http://ndff-ecogrid.nl/taxonomy/taxa/thalictrumdelavayi;;zzz;S;0;Franch.;01/24/2025 10:12:26
8621;V;Weigela coraeensis;;Caprifoliaceae;8621;http://ndff-ecogrid.nl/taxonomy/taxa/weigelacoraeensis;;zzz;S;0;Thunb.;08/22/2022 12:21:30
8622;V;Weigela florida;;Caprifoliaceae;8622;http://ndff-ecogrid.nl/taxonomy/taxa/weigelaflorida;;zzz;S;0;(Bunge) A. DC.;08/22/2022 12:21:30
8623;V;Zinnia elegans;;Asteraceae;8623;http://ndff-ecogrid.nl/taxonomy/taxa/zinniaelegans;;zzz;S;0;Jacq.;08/22/2022 12:21:30
8624;V;Matthiola longipetala subsp. bicornis;;Brassicaceae;8624;http://ndff-ecogrid.nl/taxonomy/taxa/matthiolalongipetalasubspbicornis;;zzz;S;0;(Sm.) P.W.Ball;08/22/2022 12:21:30
8625;V;Sciadopitys verticillata;Kransspar;Sciadopityaceae;8625;http://ndff-ecogrid.nl/taxonomy/taxa/sciadopitysverticillata;;zzz;N;0;(Thunb.) Siebold & Zucc.;01/24/2025 10:12:26
8626;V;Campanula garganica;Garganoklokje;Campanulaceae;8626;http://ndff-ecogrid.nl/taxonomy/taxa/campanulagarganica;;zzz;S;0;Ten.;08/22/2022 12:21:30
8627;V;Impatiens arguta;;Balsaminaceae;8627;http://ndff-ecogrid.nl/taxonomy/taxa/impatiensarguta;;zzz;S;0;Hook. f. & Thomson;08/22/2022 12:21:30
8628;V;Scrophularia peregrina;Koraalhelmkruid;Scrophulariaceae;8628;http://ndff-ecogrid.nl/taxonomy/taxa/scrophulariaperegrina;;zzz;S;-1;L.;08/22/2022 12:21:30
8629;V;Oenothera ersteinensis;;Onagraceae;8629;http://ndff-ecogrid.nl/taxonomy/taxa/oenotheraersteinensis;;zz;S;0;H.P. Linder & Jean;08/22/2022 12:21:30
8630;V;Paronychia argentea;Zilverbloem;Caryophyllaceae;8630;http://ndff-ecogrid.nl/taxonomy/taxa/paronychiaargentea;;zzz;S;0;Lam.;02/06/2023 22:04:46
8631;V;Erigeron glaucus;Kustfijnstraal;Asteraceae;8631;http://ndff-ecogrid.nl/taxonomy/taxa/erigeronglaucus;;zzz;S;0;Ker Gawl.;08/22/2022 12:21:30
8632;V;Petrorhagia nanteuilii;;Caryophyllaceae;8632;http://ndff-ecogrid.nl/taxonomy/taxa/petrorhagiananteuilii;;zzz;S;0;(Burnat) P.W. Ball & Heywood;08/22/2022 12:21:30
8633;V;Geranium x monacense;;Geraniaceae;8633;http://ndff-ecogrid.nl/taxonomy/taxa/geraniumxmonacense;;zzz;S;0;Harz;08/22/2022 12:21:30
8634;V;Galium lucidum;;Rubiaceae;8634;http://ndff-ecogrid.nl/taxonomy/taxa/galiumlucidum;;;S;0;All.;08/22/2022 12:21:30
8635;V;Indigofera;;Fabaceae;8635;http://ndff-ecogrid.nl/taxonomy/taxa/indigofera;;zzz;S;0;L.;05/18/2020 12:18:32
8636;V;Alchemilla conjuncta;;Rosaceae;8636;http://ndff-ecogrid.nl/taxonomy/taxa/alchemillaconjuncta;;zzz;S;0;Bab.;08/22/2022 12:21:30
8637;V;Alisma subcordatum;;Alismataceae;8637;http://ndff-ecogrid.nl/taxonomy/taxa/alismasubcordatum;;zzz;E;0;Raf.;08/22/2022 12:21:30
8638;V;Campsis x tagliabuana;;Bignoniaceae;8638;http://ndff-ecogrid.nl/taxonomy/taxa/campsistagliabuana;;zzz;S;0;(Vis.) Rehder;08/22/2022 12:21:30
8639;V;Cotoneaster nitens;;Rosaceae;8639;http://ndff-ecogrid.nl/taxonomy/taxa/cotoneasternitens;;zzz;S;0;Rehder & E.H. Wilson;08/22/2022 12:21:30
8640;V;Cupressus x leylandii;;Cupressaceae;8640;http://ndff-ecogrid.nl/taxonomy/taxa/cupressusleylandii;;zzz;N;0;A.B. Jacks. & Dallim.;08/22/2022 12:21:30
8641;V;Cyrtomium macrophyllum;;Dryopteridaceae;8641;http://ndff-ecogrid.nl/taxonomy/taxa/cyrtomiummacrophyllum;;zzz;V;0;(Makino) Tagawa;08/22/2022 12:21:30
8642;V;Indigofera frutescens;;Fabaceae;8642;http://ndff-ecogrid.nl/taxonomy/taxa/indigoferafrutescens;;zzz;S;0;L. f.;08/22/2022 12:21:30
8643;V;Leonurus quinquelobatus;;Lamiaceae;8643;http://ndff-ecogrid.nl/taxonomy/taxa/leonurusquinquelobatus;;zzz;S;0;Gilib.;08/22/2022 12:21:30
8644;V;Nasturtium x sterile;;Brassicaceae;8644;http://ndff-ecogrid.nl/taxonomy/taxa/nasturtiumsterile;;zzz;S;0;(Airy Shaw) Oefelein;08/22/2022 12:21:30
8645;V;Thalictrum speciosissimum;;Ranunculaceae;8645;http://ndff-ecogrid.nl/taxonomy/taxa/thalictrumspeciosissimum;;zzz;S;0;L.;08/22/2022 12:21:30
8646;V;Trifolium ochroleucon;Geelwitte klaver;Fabaceae;8646;http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumochroleucon;;zzz;S;0;Huds.;01/24/2025 10:12:26
8647;V;Viburnum x rhytidophylloides;;Adoxaceae;8647;http://ndff-ecogrid.nl/taxonomy/taxa/viburnumrhytidophylloides;;zzz;S;0;Suringar;08/22/2022 12:21:30
8648;V;Viola alba;;Violaceae;8648;http://ndff-ecogrid.nl/taxonomy/taxa/violaalba;;zzz;S;0;Besser;08/22/2022 12:21:30
8649;V;Wisteria x formosa;;Fabaceae;8649;http://ndff-ecogrid.nl/taxonomy/taxa/wisteriaformosa;;zzz;S;0;Rehder;08/22/2022 12:21:30
8650;V;Carex x reichgeltii;Scherpe zegge x Noordse zegge;Cyperaceae;8650;http://ndff-ecogrid.nl/taxonomy/taxa/carexxreichgeltii;;zzz;E;0;Jac. Koopman, Wieclaw & Waltje;08/22/2022 12:21:30
8652;V;Elymus x drucei;;Poaceae;8652;http://ndff-ecogrid.nl/taxonomy/taxa/elymusxdrucei;;zzz;E;0;(Stace) Lambinon;08/22/2022 12:21:30
8653;V;Ilex x altaclerensis;Grootbladige hulst;Aquifoliaceae;8653;http://ndff-ecogrid.nl/taxonomy/taxa/ilexxaltaclerensis;;z;S;0;(hort. ex Loudon) Dallim.;01/21/2023 21:09:40
8654;V;Ornithopus compressus x sativus;;Fabaceae;8654;http://ndff-ecogrid.nl/taxonomy/taxa/ornithopuscompressusxsativus;;zzz;S;0;;08/22/2022 12:21:30
8655;V;Potentilla x mixta;Kruipganzerik x Vijfvingerkruid;Rosaceae;8655;http://ndff-ecogrid.nl/taxonomy/taxa/potentillaxmixta;;zzz;S;0;Nolte ex Rchb.;03/20/2024 08:05:45
8656;V;Salix alba x caprea;;Salicaceae;8656;http://ndff-ecogrid.nl/taxonomy/taxa/salixalbaxcaprea;;zzz;S;0;;08/22/2022 12:21:30
8657;V;Salix alba x viminalis;;Salicaceae;8657;http://ndff-ecogrid.nl/taxonomy/taxa/salixalbaxviminalis;;zzz;S;0;;08/22/2022 12:21:30
8658;V;Salix cinerea x pentandra;;Salicaceae;8658;http://ndff-ecogrid.nl/taxonomy/taxa/salixcinereaxpentandra;;zzz;S;0;;08/22/2022 12:21:30
8659;V;Salix euxina x viminalis;;Salicaceae;8659;http://ndff-ecogrid.nl/taxonomy/taxa/salixeuxinaxviminalis;;zzz;S;0;;08/22/2022 12:21:30
8660;V;Salix x doniana;;Salicaceae;8660;http://ndff-ecogrid.nl/taxonomy/taxa/salixxdoniana;;zzz;S;0;Sm.;08/22/2022 12:21:30
8661;V;Saxifraga x urbium;;Saxifragaceae;8661;http://ndff-ecogrid.nl/taxonomy/taxa/saxifragaxurbium;;zzz;S;0;D.A. Webb;08/22/2022 12:21:30
8662;V;Spiraea x arguta;Sneeuwspirea;Rosaceae;8662;http://ndff-ecogrid.nl/taxonomy/taxa/spiraeaxarguta;;zzz;S;0;Zabel;01/24/2025 10:12:26
8663;V;Adenostyles alpina;;Asteraceae;8663;http://ndff-ecogrid.nl/taxonomy/taxa/adenostylesalpina;;zzz;S;0;(L.) Bluff & Fingerh.;08/22/2022 12:21:30
8664;V;Polypogon maritimus;Ruw baardgras;Poaceae;8664;http://ndff-ecogrid.nl/taxonomy/taxa/polypogonmaritimus;;zzz;E;0;Willd.;08/29/2023 14:07:39
8665;V;Soliva sessilis;Naaldzaadbloem;Asteraceae;8665;http://ndff-ecogrid.nl/taxonomy/taxa/solivasessilis;;zz;S;-1;Ruiz & Pav.;08/22/2022 12:21:30
8666;V;Poa infirma;Vroeg beemdgras;Poaceae;8666;http://ndff-ecogrid.nl/taxonomy/taxa/poainfirma;;z;E;-1;Kunth;08/22/2022 12:21:30
8667;V;Acicarpha;;Calyceraceae;8667;http://ndff-ecogrid.nl/taxonomy/taxa/acicarpha;;;S;0;Juss.;03/20/2020 23:15:57
8668;V;Aegilops;;Poaceae;8668;http://ndff-ecogrid.nl/taxonomy/taxa/aegilops;;zzz;E;0;L.;05/18/2020 12:18:32
8669;V;Aethionema;;Brassicaceae;8669;http://ndff-ecogrid.nl/taxonomy/taxa/aethionema;;;S;0;W.T. Aiton;08/22/2022 12:21:30
8670;V;Alonsoa;;Scrophulariaceae;8670;http://ndff-ecogrid.nl/taxonomy/taxa/alonsoa;;;S;0;Ruiz & Pav.;08/22/2022 12:21:30
8671;V;Alternanthera;;Amaranthaceae;8671;http://ndff-ecogrid.nl/taxonomy/taxa/alternanthera;;;S;0;Forssk.;03/20/2020 23:15:57
8672;V;Anacyclus;;Asteraceae;8672;http://ndff-ecogrid.nl/taxonomy/taxa/anacyclus;;;S;0;L.;03/20/2020 23:15:57
8673;V;Apios;;Fabaceae;8673;http://ndff-ecogrid.nl/taxonomy/taxa/apios;;zzz;S;0;Fabr.;05/18/2020 12:18:32
8674;V;Arachis;;Fabaceae;8674;http://ndff-ecogrid.nl/taxonomy/taxa/arachis;;;S;0;L.;03/20/2020 23:15:57
8675;V;Arctotheca;;Asteraceae;8675;http://ndff-ecogrid.nl/taxonomy/taxa/arctotheca;;;S;0;J.C. Wendl.;08/22/2022 12:21:30
8676;V;Arctotis;;Asteraceae;8676;http://ndff-ecogrid.nl/taxonomy/taxa/arctotis;;;S;0;L.;03/20/2020 23:15:57
8677;V;Argemone;;Papaveraceae;8677;http://ndff-ecogrid.nl/taxonomy/taxa/argemone;;;S;0;L.;03/20/2020 23:15:57
8678;V;Aurinia;;Brassicaceae;8678;http://ndff-ecogrid.nl/taxonomy/taxa/aurinia;;zz;S;0;Desv.;05/18/2020 12:18:32
8679;V;Biscutella;;Brassicaceae;8679;http://ndff-ecogrid.nl/taxonomy/taxa/biscutella;;zzz;S;0;L.;05/18/2020 12:18:32
8680;V;Blumenbachia;;Loasaceae;8680;http://ndff-ecogrid.nl/taxonomy/taxa/blumenbachia;;;S;0;Schrad.;03/20/2020 23:15:57
8681;V;Boltonia;;Asteraceae;8681;http://ndff-ecogrid.nl/taxonomy/taxa/boltonia;;;S;0;L'Hér.;03/20/2020 23:15:57
8682;V;Brachyscome;;Asteraceae;8682;http://ndff-ecogrid.nl/taxonomy/taxa/brachyscome;;;S;0;Cass.;03/20/2020 23:15:57
8683;V;Bulbine;;Xanthorrhoeaceae;8683;http://ndff-ecogrid.nl/taxonomy/taxa/bulbine;;;E;0;Wolf;03/20/2020 23:15:57
8684;V;Caiophora;;Loasaceae;8684;http://ndff-ecogrid.nl/taxonomy/taxa/caiophora;;;S;0;C. Presl;08/22/2022 12:21:30
8685;V;Calandrinia;;Portulacaceae;8685;http://ndff-ecogrid.nl/taxonomy/taxa/calandrinia;;;S;0;Kunth;03/20/2020 23:15:57
8686;V;Calceolaria;;Calceolariaceae;8686;http://ndff-ecogrid.nl/taxonomy/taxa/calceolaria;;;S;0;L.;03/20/2020 23:15:57
8687;V;Calibrachoa;;Solanaceae;8687;http://ndff-ecogrid.nl/taxonomy/taxa/calibrachoa;;zz;S;0;Cerv.;05/18/2020 12:18:32
8688;V;Cardiospermum;;Sapindaceae;8688;http://ndff-ecogrid.nl/taxonomy/taxa/cardiospermum;;;S;0;L.;03/20/2020 23:15:57
8689;V;Catananche;;Asteraceae;8689;http://ndff-ecogrid.nl/taxonomy/taxa/catananche;;;S;0;L.;03/20/2020 23:15:57
8690;V;Cenchrus;;Poaceae;8690;http://ndff-ecogrid.nl/taxonomy/taxa/cenchrus;;zz;E;0;L.;12/29/2020 01:55:21
8691;V;Ceratonia;;Fabaceae;8691;http://ndff-ecogrid.nl/taxonomy/taxa/ceratonia;;;S;0;L.;03/20/2020 23:15:57
8692;V;Ceratopteris;;Pteridaceae;8692;http://ndff-ecogrid.nl/taxonomy/taxa/ceratopteris;;;V;0;Brongn.;03/20/2020 23:15:57
8693;V;Chloris;;Poaceae;8693;http://ndff-ecogrid.nl/taxonomy/taxa/chloris-plantae;;;E;0;Sw.;03/20/2020 23:15:57
8694;V;Cistanthe;;Portulacaceae;8694;http://ndff-ecogrid.nl/taxonomy/taxa/cistanthe;;;S;0;Spach;03/20/2020 23:15:57
8695;V;Citrus;;Rutaceae;8695;http://ndff-ecogrid.nl/taxonomy/taxa/citrus;;;S;0;L.;03/20/2020 23:15:57
8696;V;Cladanthus;;Asteraceae;8696;http://ndff-ecogrid.nl/taxonomy/taxa/cladanthus;;zzz;S;0;Cass.;05/18/2020 12:18:32
8697;V;Coix;;Poaceae;8697;http://ndff-ecogrid.nl/taxonomy/taxa/coix;;;E;0;L.;03/20/2020 23:15:57
8698;V;Crupina;;Asteraceae;8698;http://ndff-ecogrid.nl/taxonomy/taxa/crupina;;zzz;S;0;(Pers.) DC.;08/22/2022 12:21:30
8699;V;Cullen;;Fabaceae;8699;http://ndff-ecogrid.nl/taxonomy/taxa/cullen;;;S;0;Medik.;03/20/2020 23:15:57
8700;V;Cycloloma;;Amaranthaceae;8700;http://ndff-ecogrid.nl/taxonomy/taxa/cycloloma;;;S;0;Moq.;03/20/2020 23:15:57
8701;V;Cyclospermum;;Apiaceae;8701;http://ndff-ecogrid.nl/taxonomy/taxa/cyclospermum;;;S;0;Lag.;03/20/2020 23:15:57
8702;V;Delairea;;Asteraceae;8702;http://ndff-ecogrid.nl/taxonomy/taxa/delairea;;;S;0;Lem.;03/20/2020 23:15:57
8703;V;Deparia;;Athyriaceae;8703;http://ndff-ecogrid.nl/taxonomy/taxa/deparia;;;V;0;Hook. & Grev.;08/22/2022 12:21:30
8704;V;Didesmus;;Brassicaceae;8704;http://ndff-ecogrid.nl/taxonomy/taxa/didesmus;;;S;0;Desv.;03/20/2020 23:15:57
8705;V;Dimorphotheca;;Asteraceae;8705;http://ndff-ecogrid.nl/taxonomy/taxa/dimorphotheca;;;S;0;Vaill. ex Moench;08/22/2022 12:21:30
8706;V;Downingia;;Campanulaceae;8706;http://ndff-ecogrid.nl/taxonomy/taxa/downingia;;;S;0;Torr.;03/20/2020 23:15:57
8707;V;Eclipta;;Asteraceae;8707;http://ndff-ecogrid.nl/taxonomy/taxa/eclipta;;zzz;S;0;L.;05/18/2020 12:18:32
